energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,artist,track_name,popularity,success
0.81,0.372,130.01,0.0442,0.25,9.59e-05,4,0.864,5,184728,-3.409,0.962,1,El Completo Rd,Una Mala (Remix),74,1
0.432,0.107,95.022,0.114,0.104,2.33e-06,4,0.835,7,196557,-7.892,0.883,0,Oğuzhan Koç,Kendime Sardım,74,1
0.328,0.135,110.11,0.0323,0.585,0.0,4,0.73,8,263903,-9.542,0.503,1,Eclat Story,Bentuk Cinta,73,1
0.918,0.643,92.504,0.0616,0.00894,0.0,4,0.533,4,211600,-2.095,0.662,1,Mrs. GREEN APPLE,インフェルノ,71,1
0.828,0.13,132.994,0.102,0.104,0.00605,4,0.892,0,160602,-6.564,0.36,1,Kizo,Lucky Punch,67,1
0.578,0.104,140.056,0.379,0.154,0.0,4,0.814,1,248824,-9.539,0.713,1,Yssi SB,Paper Zien - Remix,72,1
0.476,0.21,143.826,0.0395,0.382,9.85e-06,4,0.669,9,246132,-6.635,0.905,0,Carin Leon,Tú,79,1
0.781,0.124,127.751,0.126,0.0623,9.01e-05,4,0.633,6,182925,-5.778,0.749,0,FOURTY,WEISSER RAUCH,71,1
0.529,0.244,102.027,0.107,0.2,0.0,4,0.743,3,228590,-5.292,0.505,1,KESI,Blå Himmel (feat. Hans Philip),52,1
0.643,0.0806,169.99,0.101,0.216,0.000104,4,0.767,5,192452,-5.225,0.536,1,Ir Sais,Dream Girl - Remix,83,1
0.8,0.398,129.939,0.0382,0.0442,0.0,4,0.541,6,299164,-3.687,0.56,1,Official HIGE DANdism,Yesterday,53,1
0.834,0.354,92.019,0.202,0.22,0.0,4,0.701,5,198261,-4.355,0.782,0,Diljit Dosanjh,Track Suit,57,1
0.687,0.109,125.081,0.0811,0.266,0.0,4,0.752,10,193773,-5.55,0.631,0,David Carreira,Festa,61,1
0.805,0.0731,89.979,0.0547,0.401,0.0,4,0.706,1,236115,-5.975,0.502,0,梦然,少年,55,1
0.392,0.103,79.961,0.0271,0.738,0.0,4,0.672,0,249098,-7.72,0.333,1,Mawar De Jongh,Lebih Dari Egoku,70,1
0.39,0.126,163.781,0.0556,0.817,0.0,4,0.565,9,193700,-4.959,0.708,1,Maluma,ADMV,82,1
0.448,0.0926,104.007,0.0309,0.51,1.26e-05,4,0.73,11,197481,-9.074,0.632,0,Ishay Ribo,לשוב הביתה,54,1
0.507,0.105,122.284,0.0435,0.294,0.0,5,0.344,9,216144,-6.145,0.397,0,Melisses,Misi Kardia,55,1
0.448,0.159,98.033,0.0458,0.0507,0.0,4,0.779,3,176700,-7.985,0.465,0,Ian,60 De Zile,50,1
0.488,0.091,94.926,0.0274,0.9,2.7e-05,4,0.596,4,208907,-10.769,0.415,1,Taylor Swift,seven,86,1
0.896,0.0778,132.986,0.298,0.504,0.000154,4,0.804,7,203919,-2.814,0.636,0,Dj W-Beatz,"Rave do Papa - Deluxe (feat. Mc Rennan, MC Bruna Alves, MC BN & MC Rick) - Remix",75,1
0.58,0.128,144.066,0.39,0.364,0.000245,4,0.838,6,140587,-6.383,0.505,0,Zola,Wow,73,1
0.738,0.0769,118.994,0.0311,0.153,0.0,4,0.616,2,236253,-3.941,0.3,1,Taylor Swift,Love Story,46,1
0.351,0.104,94.008,0.0466,0.575,0.0,4,0.803,4,174959,-9.333,0.537,1,E.SO,Something I Don't Need,56,1
0.641,0.292,144.117,0.269,0.346,0.0,5,0.599,11,216944,-6.465,0.731,0,S1mba,"Rover (Remix) [feat. Hooligan Hefs, Youngn Lipz and Hooks]",71,1
0.352,0.121,115.028,0.0749,0.737,0.0,4,0.851,0,137718,-12.376,0.536,0,Matthaios,Binibini,72,1
0.631,0.123,128.977,0.0534,0.305,3.04e-05,4,0.863,7,223480,-4.689,0.817,1,BENEE,Supalonely,92,1
0.448,0.0804,114.023,0.0341,0.335,0.001,4,0.739,0,234737,-11.644,0.898,1,Carnival Youth,Dzeguzes balss,41,1
0.801,0.171,128.103,0.062,0.209,0.0,4,0.625,4,232334,-5.119,0.667,0,Doli & Penn,מאושרים,53,1
0.311,0.12,81.833,0.0291,0.605,0.0,4,0.587,9,257500,-8.08,0.367,1,BOWKYLION,คงคา,64,1
0.597,0.0902,103.019,0.0613,0.18,0.0,4,0.87,1,254139,-8.339,0.56,1,Jr Crown,Malayo Ka Man,74,1
0.768,0.0791,118.085,0.0457,0.00813,3.66e-05,4,0.71,0,138639,-4.772,0.419,1,Dennis Lloyd,Alien,75,1
0.443,0.0881,147.88,0.0335,0.297,0.0,3,0.639,4,144360,-3.855,0.649,1,Christian Nodal,Aquí Abajo,74,1
0.31,0.106,119.845,0.0338,0.881,0.0,4,0.559,10,190898,-10.445,0.46,1,Taylor Swift,illicit affairs,85,1
0.516,0.1,120.1,0.326,0.127,0.0,4,0.887,7,178000,-6.204,0.577,1,Light,Magic,53,1
0.445,0.109,74.94,0.0282,0.487,0.0,4,0.583,0,216000,-7.141,0.315,1,BOWKYLION,ลงใจ,66,1
0.844,0.418,96.038,0.119,0.16,0.0,4,0.799,8,176290,-2.149,0.772,0,Irmak Arıcı,Yağmurum Ol,63,1
0.475,0.0785,94.928,0.132,0.247,0.0,4,0.782,8,247592,-9.535,0.441,0,MC Marks,Deus é por nós,77,1
0.309,0.352,104.745,0.062,0.795,0.132,4,0.444,8,208155,-10.956,0.0875,1,Billie Eilish,my future,80,1
0.484,0.108,84.052,0.0339,0.0223,0.0233,4,0.618,6,168571,-11.604,0.422,1,Sefo,Geri Gel,62,1
0.594,0.095,75.395,0.419,0.0255,1.43e-05,4,0.741,1,181773,-7.478,0.489,0,KitschKrieg,International Criminal,76,1
0.73,0.106,102.979,0.0904,0.0185,1e-06,4,0.735,8,189983,-7.361,0.411,1,Reket,Magad vä?,47,1
0.759,0.319,93.009,0.0604,0.229,3.9e-06,4,0.78,4,178089,-6.818,0.395,0,TOQUEL,Sandra,53,1
0.703,0.0569,94.004,0.0701,0.143,0.0,4,0.879,1,199711,-4.219,0.788,1,Rauw Alejandro,Fantasias,84,1
0.716,0.113,100.83,0.19,0.208,1.38e-05,4,0.723,8,144052,-6.827,0.899,1,Deemz,Papi Papi,54,1
0.462,0.117,131.892,0.0277,0.322,3.13e-06,4,0.518,10,279147,-8.471,0.289,1,Ronghao Li,年少有為,64,1
0.604,0.272,145.062,0.245,0.017,0.0,4,0.923,11,139741,-6.671,0.826,0,Jack Harlow,WHATS POPPIN,89,1
0.689,0.129,100.385,0.165,0.391,0.0,3,0.885,11,204179,-5.581,0.492,0,UZI,À la fête,71,1
0.502,0.2,98.658,0.027,0.805,0.0,4,0.38,7,259827,-5.508,0.45,1,Hins Cheung,春秋,53,1
0.48,0.0936,98.046,0.244,0.221,0.0,4,0.663,6,411429,-13.865,0.475,0,Pineapple StormTv,Cocaína,61,1
0.676,0.0669,106.156,0.184,0.076,0.0,4,0.712,5,213597,-5.965,0.648,1,Little Mix,Holiday,76,1
0.819,0.111,144.953,0.0531,0.164,0.0,4,0.778,0,201931,-3.873,0.637,0,Guè Pequeno,Chico (feat. Rose Villain & Luchè),76,1
0.662,0.111,129.954,0.0353,0.177,0.0,4,0.472,4,204743,-6.055,0.244,1,Regi,Kom Wat Dichterbij - Uit Liefde Voor Muziek,54,1
0.586,0.204,147.986,0.0363,0.0175,0.0,4,0.565,11,203842,-7.726,0.43,1,LANY,if this is the last time,77,1
0.425,0.1,135.128,0.375,0.328,0.13,4,0.701,7,194088,-10.965,0.562,1,Billie Eilish,bad guy,89,1
0.586,0.193,125.971,0.2,0.114,0.0,4,0.823,6,190476,-6.606,0.347,0,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),89,1
0.497,0.304,111.991,0.0396,0.56,0.0,4,0.787,10,171000,-7.728,0.504,0,Omer Adam,קוקוריקו,57,1
0.829,0.107,96.172,0.379,0.0103,0.0,4,0.607,2,295177,-4.074,0.685,1,Bad Bunny,Safaera,89,1
0.843,0.0927,117.974,0.0502,0.369,3.62e-06,4,0.79,7,187119,-4.97,0.54,0,Lotfi Begi,Háborgó mélység 2,53,1
0.556,0.0536,114.998,0.0385,0.159,2.64e-06,4,0.85,6,159928,-7.284,0.202,0,PHARAOH,Без ключа,57,1
0.745,0.172,104.99,0.0704,0.00288,0.162,4,0.756,1,224357,-6.027,0.377,1,Sagopa Kajmer,Bu Sen Değilsin,67,1
0.723,0.0719,130.726,0.112,0.238,0.000349,3,0.652,7,112346,-7.58,0.53,1,Mc Jacare,Comprei um Lança,78,1
0.552,0.322,171.979,0.181,0.393,0.0,4,0.624,11,161860,-5.299,0.476,1,El Papi,Midsommarnatt,68,1
0.632,0.117,99.966,0.0332,0.727,0.0,4,0.721,2,218745,-6.059,0.377,0,Benaia Barabi,מישהו איתי כאן,52,1
0.775,0.836,95.83,0.191,0.126,0.0,4,0.665,2,154956,-4.897,0.906,1,Trueno,Sangría - con WOS,77,1
0.712,0.127,123.804,0.0545,0.621,0.0,4,0.714,11,174863,-4.403,0.789,1,Luíza & Maurílio,S de Saudade,80,1
0.885,0.105,160.087,0.122,0.0436,2.8e-05,4,0.78,7,184521,-3.745,0.808,1,NiziU,Make you happy,64,1
0.836,0.179,80.002,0.0735,0.017,1.64e-05,4,0.734,10,270741,-4.803,0.623,0,Tainy,Adicto (with Anuel AA & Ozuna),82,1
0.654,0.0921,110.992,0.077,0.0795,0.000191,4,0.91,9,179587,-6.419,0.399,1,Apache 207,Beifahrersitz,63,1
0.563,0.0943,123.982,0.0575,0.459,0.000114,4,0.896,9,156774,-6.746,0.851,0,Nublu,Croissantid,50,1
0.482,0.0422,139.96,0.195,0.439,1.13e-06,4,0.928,0,190286,-5.499,0.667,1,AMEE,yêu thì yêu không yêu thì yêu,54,1
0.525,0.356,112.011,0.028,0.617,0.0,4,0.676,9,210000,-5.88,0.421,1,Peach Tree Rascals,Mariposa,86,1
0.679,0.321,120.007,0.205,0.208,0.0,4,0.841,1,182000,-6.976,0.402,1,Séra Bjössi,Ég Er Svo Flottur,42,1
0.826,0.122,130.031,0.0394,0.352,1.66e-05,4,0.697,9,257640,-5.109,0.756,1,Scrubb,ใกล้,65,1
0.833,0.129,179.935,0.179,0.0655,3.26e-05,4,0.627,5,295637,-7.218,0.69,0,Gazapizm,Unutulacak Dünler,72,1
0.631,0.0531,171.965,0.0809,0.237,0.000116,4,0.824,0,197721,-2.791,0.678,1,Rauw Alejandro,Elegí (feat. Dímelo Flow),89,1
0.746,0.0874,168.072,0.196,0.347,1.43e-05,4,0.614,10,259250,-3.527,0.601,0,Anuel AA,Narcos,83,1
0.721,0.403,149.947,0.113,0.171,0.00196,4,0.853,1,171200,-4.554,0.685,0,Klava Koka,Краш,63,1
0.423,0.117,109.939,0.247,0.12,0.0,4,0.867,1,130990,-11.491,0.349,1,OG Version,SUPLYŠUS ŠIRDIS,44,1
0.672,0.133,116.088,0.0609,0.0896,3.65e-05,4,0.666,7,193365,-6.595,0.471,0,ABREU,Lusikat,60,1
0.461,0.232,87.009,0.0444,0.44,0.0,4,0.485,9,200756,-5.646,0.324,1,Tones And I,Never Seen the Rain,67,1
0.625,0.118,142.081,0.368,0.629,0.0,4,0.821,1,191126,-6.733,0.577,1,Kaaris,NRV,59,1
0.578,0.25,94.148,0.145,0.316,0.0,4,0.755,0,176960,-8.932,0.581,0,Chris Brown,Go Crazy,90,1
0.757,0.419,163.028,0.114,0.00965,0.1,4,0.712,1,140458,-4.984,0.657,0,Big Baby Tape,Gimme The Loot,60,1
0.458,0.102,145.115,0.0577,0.114,0.0,4,0.825,0,197760,-7.47,0.161,1,Gunna,DOLLAZ ON MY HEAD (feat. Young Thug),86,1
0.681,0.187,155.074,0.134,0.0953,0.00165,4,0.811,1,163992,-6.017,0.809,0,Gilli,Snik Snak,68,1
0.645,0.0781,89.997,0.0345,0.255,0.00201,4,0.62,11,208628,-8.661,0.883,0,Yüzyüzeyken Konuşuruz,Kazılı Kuyum,69,1
0.471,0.105,92.054,0.0317,0.786,0.0,4,0.521,4,289604,-8.247,0.269,1,Fish Leong,慢冷,63,1
0.283,0.0941,169.56,0.0278,0.668,5.17e-06,4,0.273,0,222847,-10.462,0.138,1,Ngọt,LẦN CUỐI (đi bên em xót xa người ơi),52,1
0.786,0.0935,91.973,0.0741,0.145,0.0,4,0.806,10,309120,-3.831,0.58,0,Jhay Cortez,No Me Conoce - Remix,81,1
0.419,0.0693,136.01,0.0294,0.643,2.81e-05,4,0.563,3,239000,-9.262,0.256,1,Ishay Ribo,הלב שלי,50,1
0.538,0.363,127.89,0.0712,0.707,0.00183,4,0.425,0,498640,-7.725,0.197,1,Juno Mak,合唱歌,50,1
0.538,0.0704,116.976,0.0732,0.133,0.00135,4,0.954,1,170769,-8.394,0.834,1,Badshah,Genda Phool (feat. Payal Dev),71,1
0.523,0.197,101.966,0.0988,0.326,4.93e-05,4,0.878,5,152033,-6.387,0.786,0,Dopebwoy,Christian Dior (feat. Bryan Mg & SRNO),72,1
0.496,0.244,93.6,0.0483,0.142,0.0,4,0.553,5,186500,-6.715,0.213,1,Kris Kross Amsterdam,Mij Niet Eens Gezien,69,1
0.58,0.0922,177.164,0.321,0.555,3.56e-06,3,0.653,9,185293,-7.415,0.483,1,Victor Leksell,Bedövning,73,1
0.61,0.0743,89.926,0.0612,0.0952,6.03e-06,4,0.612,8,184003,-5.241,0.632,1,Eden Hason,אין יותר מועדונים,53,1
0.471,0.104,162.129,0.107,0.832,2.73e-05,4,0.613,10,173333,-10.348,0.138,0,Ian,Mili,51,1
0.572,0.109,179.989,0.0379,0.192,0.0,4,0.59,11,215147,-7.658,0.448,1,Jay Chou,告白氣球,65,1
0.979,0.0775,135.002,0.153,0.00339,0.000118,4,0.545,4,238587,-2.8,0.309,0,Lisa,Gurenge,76,1
0.743,0.0631,121.036,0.141,0.392,0.0,4,0.778,9,160960,-6.099,0.555,0,Boef,Nooit Thuis,66,1
0.835,0.073,128.057,0.0623,0.131,0.0,4,0.693,6,180283,-3.242,0.743,1,Ava Max,Salt,84,1
0.509,0.0679,96.901,0.363,0.393,0.000188,4,0.845,6,189127,-5.54,0.889,1,Rochy RD,Ella No Es Tuya,53,1
0.639,0.354,108.045,0.0435,0.00162,0.0,4,0.628,8,185773,-5.46,0.493,1,Conan Gray,Maniac,83,1
0.621,0.0974,95.993,0.0702,0.0933,0.000106,4,0.854,1,192910,-4.6,0.783,1,Arem Ozguc,Rampapapam,64,1
0.614,0.187,168.873,0.0448,0.00391,0.0278,4,0.624,2,147638,-4.165,0.139,1,Jvla,Such a Whore (Stellular Remix),70,1
0.669,0.261,150.068,0.0331,0.055,2.16e-06,4,0.58,5,155200,-7.474,0.391,0,STEIN27,Hotel,51,1
0.544,0.341,88.969,0.0568,0.566,0.0,4,0.676,7,246742,-10.893,0.533,1,A.R. Rahman,Khulke Jeene Ka,67,1
0.831,0.293,174.013,0.104,0.316,2.85e-05,4,0.583,10,230388,-3.219,0.319,1,Pluuto,SOS (Siimi Remix),45,1
0.343,0.107,85.84,0.0432,0.0743,1.04e-06,4,0.695,5,218902,-10.798,0.229,1,DJ Khaled,GREECE (feat. Drake),88,1
0.632,0.812,93.052,0.0312,0.292,0.0,4,0.714,9,170877,-5.1,0.402,1,Marília Mendonça,Graveto - Ao Vivo,81,1
0.54,0.0599,119.913,0.425,0.124,0.0,5,0.921,2,230000,-7.464,0.397,1,Fy,Woh - Remix,57,1
0.431,0.696,144.026,0.135,0.731,0.0,4,0.726,8,173333,-8.765,0.348,0,Powfu,death bed (coffee for your head),95,1
0.782,0.124,143.86,0.0582,0.447,0.0,4,0.793,4,191945,-3.945,0.81,1,Manuel Turizo,Quiéreme Mientras Se Pueda,83,1
0.403,0.25,93.994,0.0445,0.447,0.0,4,0.811,5,224792,-10.785,0.389,1,Gavin D,รักได้ป่าว,61,1
0.507,0.105,130.009,0.0881,0.482,0.00628,4,0.819,1,152013,-7.336,0.634,0,Apache 207,Sie ruft,69,1
0.628,0.087,122.981,0.04,0.0822,4.69e-05,4,0.785,7,144343,-7.941,0.604,1,CLMD,Sailboat,42,1
0.334,0.148,81.977,0.223,0.57,0.000157,4,0.619,7,263598,-10.097,0.0989,0,Miyagi & Andy Panda,Yamakasi,61,1
0.718,0.117,79.172,0.167,0.251,0.0,4,0.476,7,231227,-5.937,0.536,0,Kontrafakt,Neviditelnej,53,1
0.806,0.153,168.084,0.0623,0.0531,0.000301,4,0.728,6,217547,-3.766,0.698,1,Ozuna,Caramelo,91,1
0.393,0.0894,145.051,0.183,0.88,0.0,4,0.63,1,207076,-10.762,0.166,1,Dadju,Grand bain,73,1
0.509,0.156,90.023,0.0352,0.393,0.00769,4,0.688,1,217750,-7.271,0.194,1,Billkin,กอดในใจ,62,1
0.765,0.0942,117.935,0.0381,0.00191,0.000231,4,0.724,0,194373,-4.748,0.441,1,Dagny,Somebody,71,1
0.712,0.106,90.02,0.054,0.28,0.0,4,0.811,10,179967,-3.773,0.576,0,Nicki Nicole,Colocao,81,1
0.622,0.151,159.93,0.0838,0.176,0.0,4,0.747,11,181661,-5.825,0.57,1,Juice WRLD,Conversations,89,1
0.769,0.345,167.969,0.0694,0.18,1.57e-05,4,0.771,0,289899,-3.504,0.931,0,Rauw Alejandro,El Efecto - Remix,84,1
0.716,0.0749,123.893,0.0867,0.407,0.0,4,0.702,7,195480,-5.378,0.607,0,220 KID,Don’t Need Love (with GRACEY),79,1
0.792,0.101,99.039,0.13,0.0264,0.0,4,0.73,6,170158,-5.33,0.745,0,Diplo,Dance with Me (feat. Thomas Rhett & Young Thug),79,1
0.603,0.119,119.94,0.106,0.16,0.000311,4,0.861,3,222494,-6.209,0.435,0,Sarhad,Sinne,77,1
0.854,0.126,155.867,0.059,0.176,0.0,4,0.468,11,299822,-3.932,0.277,0,Sachet Tandon,"Humraah (From ""Malang - Unleash The Madness"")",69,1
0.811,0.161,92.953,0.0836,0.122,3.99e-06,4,0.786,8,168052,-4.31,0.731,1,Yandel,Dembow 2020,57,1
0.825,0.195,125.043,0.0432,0.127,0.0,4,0.531,4,249503,-5.462,0.247,1,Fiersa Besari,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan",71,1
0.543,0.113,75.721,0.197,0.0175,0.0,4,0.577,2,187447,-8.443,0.512,1,Renne Dang,Kytky z pumpy,54,1
0.738,0.357,82.479,0.0415,0.458,0.0,4,0.676,0,168399,-7.108,0.654,1,Staysman & Lazz,FREDAG,69,1
0.838,0.0603,145.995,0.0472,0.297,0.0,4,0.727,9,179339,-2.435,0.933,1,Camilo,Tutu,74,1
0.659,0.0981,129.965,0.0967,0.185,0.0,4,0.813,1,173933,-7.993,0.507,0,Apache 207,Fame,60,1
0.743,0.959,131.573,0.0567,0.0604,0.0,4,0.665,4,147748,-4.434,0.658,1,Marília Mendonça,Supera - Ao Vivo,77,1
0.561,0.337,195.901,0.438,0.331,0.0,5,0.564,6,158388,-7.616,0.52,1,Astrid S,Dance Dance Dance,71,1
0.448,0.0825,119.965,0.0551,0.226,0.0,4,0.758,1,133985,-6.547,0.607,0,дора,Дорадура,57,1
0.538,0.0964,102.991,0.0561,0.433,0.0,4,0.782,0,166864,-6.545,0.742,0,Gilli,L.U.V,67,1
0.666,0.13,128.016,0.0495,0.0422,0.0,4,0.8,0,244926,-5.414,0.526,1,Ken Hirai,怪物さん,48,1
0.832,0.255,173.986,0.0798,0.12,0.0,4,0.737,2,330240,-2.622,0.865,0,Lunay,La Cama - Remix,82,1
0.599,0.103,179.788,0.112,0.412,2.15e-05,4,0.712,5,178000,-6.342,0.588,0,Bad Bunny,BYE ME FUI,83,1
0.446,0.128,88.803,0.0345,0.969,0.000415,4,0.516,0,305786,-9.384,0.144,0,Phan Mạnh Quỳnh,Có Chàng Trai Viết Lên Cây,54,1
0.265,0.0758,139.539,0.0335,0.844,0.0,4,0.603,11,160591,-9.893,0.371,0,Eden Hason,אל תשברי לי את הלב,56,1
0.723,0.167,149.881,0.158,0.109,0.0,4,0.6,6,195268,-4.928,0.463,0,The Kid LAROI,TELL ME WHY,72,1
0.859,0.126,101.002,0.0548,0.13,3.12e-05,4,0.767,11,200187,-3.0,0.912,0,Boza,Me Mató (feat. Faster),29,1
0.887,0.23,159.854,0.236,0.145,0.0,4,0.591,6,173503,-7.909,0.659,0,Matheus & Kauan,Nem Doeu - Ao Vivo,77,1
0.71,0.173,100.009,0.158,0.0769,1.92e-06,4,0.935,11,168507,-5.085,0.635,0,Mc Zaac,Desce Pro Play (PA PA PA),85,1
0.475,0.114,175.912,0.0335,0.618,0.0,4,0.458,3,219874,-6.631,0.211,1,阿冗,你的答案,65,1
0.771,0.362,119.998,0.221,0.388,1.4e-06,4,0.725,9,210000,-5.551,0.544,0,5MIINUST,Aluspükse,47,1
0.7,0.174,120.03,0.0397,0.406,0.0,4,0.682,6,186878,-5.591,0.637,1,Nea,Some Say - Felix Jaehn Remix,88,1
0.525,0.0714,112.022,0.0578,0.183,0.0,4,0.878,5,158571,-6.832,0.694,1,Surfaces,Sunday Best,91,1
0.875,0.0995,112.023,0.0326,0.504,0.0,4,0.727,1,212800,-5.273,0.232,0,Idan Raichel,ואם תבואי אליי,50,1
0.569,0.374,80.008,0.0797,0.667,0.0,4,0.677,3,213000,-9.618,0.324,1,E.SO,太陽,59,1
0.614,0.104,100.056,0.44,0.141,0.0,4,0.531,4,240594,-6.899,0.447,0,Wet Bed Gang,La Bella Mafia,59,1
0.841,0.358,79.93,0.0446,0.0711,0.0,4,0.475,1,260893,-2.94,0.469,1,King Gnu,飛行艇,48,1
0.68,0.183,180.059,0.103,0.113,0.123,4,0.743,5,196583,-4.344,0.694,0,Murda,AYA,62,1
0.637,0.112,95.002,0.0326,0.0498,0.0,4,0.684,6,236967,-6.805,0.524,0,Friðrik Dór,Ástin á sér stað,35,1
0.457,0.106,144.905,0.0621,0.369,0.0,4,0.7,7,194757,-8.667,0.433,1,Maximillian,Beautiful Scars,78,1
0.719,0.0736,100.021,0.0346,0.00285,8.1e-05,4,0.667,7,237520,-5.371,0.717,0,The Weeknd,In Your Eyes,91,1
0.929,0.343,170.031,0.187,0.184,0.0,4,0.724,9,234481,-4.238,0.855,1,Krisko,Красиви лъжи,38,1
0.521,0.0828,140.027,0.318,0.13,0.0,4,0.857,9,199853,-10.156,0.52,1,Ektor,Do Pěti,51,1
0.275,0.0645,153.234,0.0307,0.902,1.83e-06,3,0.335,2,254816,-9.057,0.223,0,BRÍET,Esjan,51,1
0.42,0.404,95.049,0.0253,0.506,0.0,4,0.669,2,227370,-8.464,0.523,1,Ben&Ben,Pagtingin,69,1
0.711,0.0971,96.996,0.0632,0.0504,0.0829,4,0.801,7,174003,-8.328,0.597,0,Nelson Freitas,Dpos D' Quarentena,54,1
0.628,0.178,123.972,0.0985,0.609,9.94e-05,4,0.831,9,153387,-7.635,0.535,0,MG,Who U,49,1
0.545,0.123,116.0,0.0538,0.122,4.62e-05,4,0.789,6,154654,-7.14,0.433,1,Brando,Look into My Eyes,46,1
0.862,0.0899,126.019,0.036,0.102,2.21e-06,4,0.774,5,194260,-5.227,0.692,0,Evelina,Mä en haluu tietää,56,1
0.887,0.085,150.078,0.404,0.36,0.0,4,0.68,6,224000,-3.398,0.484,0,SNIK,Bosses,55,1
0.524,0.154,99.975,0.265,0.0286,4.51e-05,4,0.748,1,172507,-9.48,0.305,1,Suspekt,Gonzo,60,1
0.866,0.217,135.053,0.0682,0.0769,1.18e-06,4,0.695,10,173328,-4.811,0.651,0,Tume,R-I-K-A-S (Kultachain),62,1
0.318,0.167,144.027,0.0349,0.71,9.05e-05,4,0.683,0,255000,-13.335,0.587,1,Tani Yuuki,Myra,69,1
0.673,0.125,84.599,0.117,0.698,0.0,4,0.474,2,162132,-5.42,0.621,0,Velet,Salına Salına,70,1
0.826,0.0877,105.022,0.0498,0.00599,0.00394,4,0.606,11,219652,-6.485,0.609,1,Donny Montell,Kol Vakaras Ilgas,41,1
0.51,0.188,155.88,0.0289,0.694,0.0,4,0.448,0,260638,-8.046,0.325,1,Ben&Ben,Nakikinig Ka Ba Sa Akin,69,1
0.672,0.0768,120.019,0.0723,0.177,0.0,4,0.57,8,208222,-5.89,0.448,0,Robin Schulz,In Your Eyes (feat. Alida),84,1
0.672,0.101,91.976,0.188,0.0363,8.78e-06,4,0.886,1,192024,-4.394,0.526,1,Bad Bunny,Vete,77,1
0.509,0.115,94.634,0.467,0.192,1.49e-06,4,0.776,0,129371,-6.266,0.485,0,ROSALÍA,TKN (feat. Travis Scott),92,1
0.683,0.107,91.965,0.0471,0.562,0.897,4,0.557,9,144907,-9.298,0.543,0,Yüzyüzeyken Konuşuruz,Dinle Beni Bi',67,1
0.53,0.0838,109.09,0.233,0.113,0.479,4,0.882,10,180950,-8.544,0.171,0,Bonez MC,Tilidin Weg,68,1
0.504,0.424,95.008,0.428,0.18,0.0,4,0.794,5,166678,-9.418,0.625,0,Bialas,Drift,65,1
0.697,0.0421,109.967,0.0677,0.0217,0.0,4,0.833,10,174646,-7.399,0.769,1,J-AX,Una voglia assurda,60,1
0.828,0.121,124.962,0.193,0.0247,2.55e-06,4,0.798,2,156960,-5.36,0.6,1,Ofenbach,Head Shoulders Knees & Toes (feat. Norma Jean Martine),76,1
0.347,0.534,137.433,0.0436,0.0339,0.0,4,0.626,1,181802,-7.23,0.185,0,Nathan Goshen,מתגעגעת,51,1
0.447,0.0934,139.978,0.0277,0.288,0.0,4,0.522,0,234744,-10.045,0.244,1,Noah,Kala Cinta Menggoda,68,1
0.727,0.533,118.034,0.0323,0.0744,0.000175,4,0.695,6,302935,-6.274,0.864,0,Arijit Singh,"Ghungroo (From ""War"")",71,1
0.686,0.13,103.977,0.158,0.243,0.0,4,0.958,10,136743,-6.037,0.773,0,Bruno X Spacc,Budán vagy Pesten,54,1
0.74,0.612,73.779,0.0944,0.157,0.0,4,0.487,6,181688,-4.973,0.522,1,The Kid LAROI,GO (feat. Juice WRLD),73,1
0.8,0.146,117.97,0.0471,0.322,0.00113,4,0.764,1,185085,-6.034,0.775,1,Miyo,Będzie Lepiej,66,1
0.567,0.366,77.016,0.0412,0.499,1.61e-05,4,0.631,6,219740,-8.274,0.329,1,SERIOUS BACON,พี่ๆ ตัดแว่นให้หน่อย,55,1
0.491,0.0654,139.923,0.029,0.279,0.0,4,0.449,9,245147,-6.433,0.258,0,BTS,Your eyes tell,82,1
0.545,0.0835,90.029,0.118,0.0696,0.0,4,0.863,0,240000,-8.552,0.458,1,Kiddtetoon,Illuminati,66,1
0.858,0.112,130.059,0.0808,0.333,0.0,4,0.93,2,171693,-3.731,0.786,1,Killa Fonic,Haolo,50,1
0.781,0.0801,84.041,0.159,0.406,0.0,4,0.849,0,217143,-4.635,0.893,0,Rauw Alejandro,El Efecto,86,1
0.513,0.0909,140.94,0.063,0.0701,2.84e-05,4,0.863,1,167649,-8.877,0.669,1,E.SO,Follow You,57,1
0.334,0.12,106.02,0.0426,0.159,0.000158,4,0.883,2,163426,-10.651,0.747,0,A.R. Rahman,Dil Bechara,70,1
0.622,0.128,77.981,0.0465,0.498,0.0,4,0.604,2,192196,-6.568,0.195,1,Karen Mok,呼吸有害,61,1
0.632,0.0985,107.987,0.0334,0.861,0.013,4,0.56,7,249416,-9.033,0.373,1,Pritam,Mehrama,65,1
0.841,0.106,173.868,0.147,0.0518,0.0,3,0.319,9,206960,-4.232,0.483,0,Dermot Kennedy,Power Over Me,76,1
0.698,0.207,93.997,0.054,0.0467,9.61e-05,4,0.756,0,197430,-5.728,0.751,1,Miss Li,Starkare,66,1
0.695,0.113,99.983,0.102,0.192,1.66e-05,4,0.827,1,191880,-6.357,0.377,1,Gasellit,Kuvittele meidät siellä,64,1
